Num of Spin	LeftCredit	Line	BetPerLine	TotalAmount	TotalHit	TotalCoinIn	TotalCoinOut	Hit Rate	PayBack	BaseGame Hit	BaseGame TotalWin	BaseGame Hit Rate	BaseGame PayBack	BaseGame TopAward	BaseGame TopAward ReelsStop	BaseGame TopAward Type	Freespin Total Hit	Freespin Total Win	FreeSpin Total Hit Rate	FreeSpin Total PayBack	Feespin Total Times	Freespin TopAward	FS TopAward ReelsStop	FS TopAward Type	screen Max Award	screen Max Award Hit	Bonus Total Hit	Bonus Total Win	Bonus Total Hit Rate	Bonus Total Payback	Base Mystery Mul1 Hit	Base Mystery Mul2 Hit	Base Mystery Mul3 Hit	Base Mystery Mul4 Hit	Base Mystery Mul5 Hit	Base Mystery Mul6 Hit	Base Mystery Mul7 Hit	Base Mystery Mul8 Hit	Fs Inc Mul1 Times	Fs Inc Mul2 Times	Fs Inc Mul3 Times	Fs Inc Mul4 Times	Fs Inc Mul5 Times	Fs Inc Mul6 Times	Fs Inc Mul7 Times	Fs Inc Mul1 Hit	Fs Inc Mul2 Hit	Fs Inc Mul3 Hit	Fs Inc Mul4 Hit	Fs Inc Mul5 Hit	Fs Inc Mul6 Hit	Fs Inc Mul7 Hit	Fs Inc Mul1 Win	Fs Inc Mul2 Win	Fs Inc Mul3 Win	Fs Inc Mul4 Win	Fs Inc Mul5 Win	Fs Inc Mul6 Win	Fs Inc Mul7 Win	Pay6	Pay6Hit	Pay6PayOut	Pay10	Pay10Hit	Pay10PayOut	Pay20	Pay20Hit	Pay20PayOut	Pay30	Pay30Hit	Pay30PayOut	Pay40	Pay40Hit	Pay40PayOut	Pay50	Pay50Hit	Pay50PayOut	Pay60	Pay60Hit	Pay60PayOut	Pay80	Pay80Hit	Pay80PayOut	Pay100	Pay100Hit	Pay100PayOut	Pay120	Pay120Hit	Pay120PayOut	Pay160	Pay160Hit	Pay160PayOut	Pay200	Pay200Hit	Pay200PayOut	Pay400	Pay400Hit	Pay400PayOut	Pay500	Pay500Hit	Pay500PayOut	Pay1000	Pay1000Hit	Pay1000PayOut	
329000	9998974444	88	1	0.0	71683	28952000	2.7926444E7	0.21788145896656536	0.9645773694390716	71689	18005904	0.2178996960486322	0.6219226305609284	14420	45 18 35 0 93	Base Normal	979	5067076	0.002975683890577508	0.17501644100580271	9024	20510	70 94 70 57 3	FS	32838.0	1	968	4853464	0.0029422492401215807	0.1676382978723404	213186	48433	19875	13268	11509	9668	8197	4864	2061	1858	1718	1239	852	455	841	938	911	789	604	370	211	388	525960	720024	877712	881520	706764	433272	921824	6	20259	235824	10	57768	1119520	20	76841	2941540	30	19172	1118580	40	64473	4944160	50	17011	1657600	60	2350	278460	80	5552	860400	100	19719	3772800	120	422	97320	160	989	303200	200	1593	582000	400	128	94000	500	1	500	1000	0	0	
330000	9998973190	88	1	0.0	71899	29040000	2.801319E7	0.21787575757575758	0.9646415289256198	71905	18065202	0.2178939393939394	0.622079958677686	14420	45 18 35 0 93	Base Normal	981	5094524	0.0029727272727272727	0.17543126721763086	9048	20510	70 94 70 57 3	FS	32838.0	1	968	4853464	0.0029333333333333334	0.16713030303030302	213835	48571	19921	13320	11543	9701	8226	4883	2064	1860	1721	1242	855	460	846	940	913	790	606	372	213	391	527060	724764	877872	884020	707964	436492	936352	6	20357	236772	10	57963	1124440	20	77100	2952440	30	19195	1119690	40	64641	4956840	50	17079	1666000	60	2356	279060	80	5574	862480	100	19791	3788100	120	422	97320	160	995	304160	200	1599	583400	400	128	94000	500	1	500	1000	0	0	
331000	9998987226	88	1	0.0	72128	29128000	2.8115226E7	0.21790936555891238	0.9652302252128536	72134	18118450	0.21792749244712992	0.622028632243889	14420	45 18 35 0 93	Base Normal	987	5123864	0.0029818731117824773	0.17590854160944797	9096	20510	70 94 70 57 3	FS	32838.0	1	973	4872912	0.0029395770392749245	0.1672930513595166	214500	48717	19970	13373	11574	9720	8249	4897	2074	1869	1736	1249	859	463	846	946	919	795	610	375	214	391	531432	730050	888232	886370	714516	436912	936352	6	20455	238200	10	58167	1128080	20	77346	2962720	30	19239	1121880	40	64870	4977160	50	17126	1670050	60	2367	279720	80	5594	865760	100	19822	3794700	120	423	97440	160	997	304640	200	1600	583600	400	128	94000	500	1	500	1000	0	0	
332000	9998962456	88	1	0.0	72341	29216000	2.8178456E7	0.217894578313253	0.96448713033954	72347	18168430	0.21791265060240964	0.6218657584884995	14420	45 18 35 0 93	Base Normal	988	5125674	0.002975903614457831	0.17544064895947425	9104	20510	70 94 70 57 3	FS	32838.0	1	976	4884352	0.0029397590361445783	0.16718072289156627	215125	48873	20023	13425	11605	9759	8278	4912	2076	1870	1737	1250	862	463	846	947	920	796	611	375	214	391	531552	730260	888712	887370	714516	436912	936352	6	20510	238890	10	58334	1131570	20	77585	2972000	30	19285	1124400	40	65068	4991000	50	17185	1677150	60	2376	280620	80	5609	867920	100	19864	3800500	120	424	97680	160	1003	305600	200	1607	586200	400	129	94400	500	1	500	1000	0	0	
333000	9998950006	88	1	0.0	72539	29304000	2.8254006E7	0.21783483483483485	0.9641689189189189	72545	18222632	0.21785285285285286	0.6218479388479389	14420	45 18 35 0 93	Base Normal	992	5143502	0.002978978978978979	0.17552218127218128	9136	20510	70 94 70 57 3	FS	32838.0	1	977	4887872	0.0029339339339339338	0.1667987987987988	215766	49029	20075	13472	11639	9789	8306	4924	2083	1876	1747	1253	864	466	847	951	924	800	613	377	216	391	536840	732330	893592	888470	716976	438942	936352	6	20548	239532	10	58510	1134740	20	77802	2981120	30	19326	1127340	40	65264	5004680	50	17267	1684300	60	2382	281280	80	5620	869520	100	19925	3814500	120	425	97800	160	1005	305920	200	1609	587000	400	129	94400	500	1	500	1000	0	0	
334000	9998973162	88	1	720.0	72750	29392000	2.8365162E7	0.21781437125748504	0.9650640310288514	72756	18266900	0.21783233532934132	0.621492242787153	14420	45 18 35 0 93	Base Normal	999	5189094	0.002991017964071856	0.17654783614589004	9200	20510	70 94 70 57 3	FS	32838.0	1	982	4909168	0.002940119760479042	0.1670239520958084	216432	49183	20121	13516	11669	9820	8323	4936	2091	1890	1758	1262	873	473	853	957	931	807	618	381	219	393	539820	739026	905488	895720	721776	447552	939712	6	20597	240060	10	58739	1139420	20	78002	2987540	30	19359	1128780	40	65476	5018480	50	17333	1689000	60	2385	281580	80	5642	872160	100	19978	3821500	120	426	98040	160	1009	307040	200	1615	588400	400	129	94400	500	1	500	1000	0	0	
335000	9998954418	88	1	0.0	72979	29480000	2.8434418E7	0.21784776119402985	0.9645324966078698	72985	18313452	0.21786567164179105	0.6212161465400271	14420	45 18 35 0 93	Base Normal	999	5189094	0.002982089552238806	0.17602082767978292	9200	20510	70 94 70 57 3	FS	32838.0	1	987	4931872	0.002946268656716418	0.1672955223880597	217065	49334	20183	13560	11707	9848	8351	4952	2091	1890	1758	1262	873	473	853	957	931	807	618	381	219	393	539820	739026	905488	895720	721776	447552	939712	6	20640	240462	10	58960	1144050	20	78207	2994180	30	19440	1133040	40	65673	5031320	50	17387	1694100	60	2388	281820	80	5664	875520	100	20023	3829700	120	426	98040	160	1012	307520	200	1617	588800	400	129	94400	500	1	500	1000	0	0	
336000	9998946220	88	1	0.0	73216	29568000	2.851422E7	0.2179047619047619	0.9643607954545454	73222	18366288	0.21792261904761906	0.6211542207792208	14420	45 18 35 0 93	Base Normal	1002	5199340	0.0029821428571428573	0.17584347943722944	9224	20510	70 94 70 57 3	FS	32838.0	1	991	4948592	0.002949404761904762	0.16736309523809523	217696	49487	20260	13607	11730	9876	8375	4969	2097	1896	1763	1268	874	473	853	960	934	810	620	381	219	393	541980	741066	908784	898470	721776	447552	939712	6	20681	240798	10	59154	1148650	20	78472	3005300	30	19492	1135740	40	65873	5046320	50	17419	1697000	60	2398	283260	80	5689	878400	100	20082	3839600	120	427	98160	160	1018	308960	200	1618	589200	400	129	94400	500	1	500	1000	0	0	
337000	9998931558	88	1	0.0	73443	29656000	2.8587558E7	0.21793175074183976	0.9639721472889129	73449	18415484	0.21794955489614243	0.6209699217696251	14420	45 18 35 0 93	Base Normal	1007	5220314	0.0029881305637982198	0.17602893175074183	9264	20510	70 94 70 57 3	FS	32838.0	1	992	4951760	0.002943620178041543	0.166973293768546	218356	49628	20319	13645	11764	9906	8396	4986	2104	1912	1770	1273	879	473	853	965	939	814	623	383	219	393	543608	745782	915784	904120	723756	447552	939712	6	20726	241314	10	59338	1152780	20	78712	3012340	30	19545	1138230	40	66104	5063200	50	17453	1700700	60	2402	283680	80	5713	881600	100	20121	3848700	120	428	98280	160	1022	309760	200	1622	590000	400	129	94400	500	1	500	1000	0	0	
338000	9998914758	88	1	0.0	73656	29744000	2.8658758E7	0.2179171597633136	0.9635139187735342	73662	18462736	0.21793491124260356	0.6207213555675094	14420	45 18 35 0 93	Base Normal	1009	5237222	0.002985207100591716	0.1760765868746638	9288	20510	70 94 70 57 3	FS	32838.0	1	993	4958800	0.002937869822485207	0.16671597633136095	219023	49767	20366	13681	11814	9925	8423	5001	2106	1918	1774	1274	880	474	862	967	941	816	624	384	219	399	544132	748974	918304	904420	725712	447552	948128	6	20762	241626	10	59535	1156300	20	78996	3022420	30	19620	1141020	40	66284	5075600	50	17486	1705450	60	2403	283740	80	5733	883760	100	20166	3855200	120	428	98280	160	1026	311040	200	1632	593000	400	130	94800	500	1	500	1000	0	0	
339000	9998904340	88	1	80.0	73871	29832000	2.873634E7	0.21790855457227137	0.9632723250201126	73877	18520894	0.21792625368731564	0.62083983641727	14420	45 18 35 0 93	Base Normal	1011	5240542	0.002982300884955752	0.17566847680343256	9304	20510	70 94 70 57 3	FS	32838.0	1	997	4974904	0.0029410029498525073	0.16676401179941003	219683	49906	20422	13719	11851	9955	8449	5015	2109	1929	1776	1274	880	474	862	969	943	817	624	384	219	399	544612	751014	919104	904420	725712	447552	948128	6	20813	242304	10	59713	1160030	20	79224	3032020	30	19670	1143780	40	66463	5090120	50	17536	1710200	60	2408	284580	80	5757	888480	100	20228	3868400	120	428	98280	160	1032	313600	200	1636	593800	400	130	94800	500	1	500	1000	0	0	
340000	9998910868	88	1	0.0	74099	29920000	2.8830868E7	0.21793823529411765	0.9635985294117647	74105	18578172	0.21795588235294117	0.6209282085561497	14420	45 18 35 0 93	Base Normal	1014	5247520	0.0029823529411764707	0.1753850267379679	9328	20510	70 94 70 57 3	FS	32838.0	1	1000	5005176	0.0029411764705882353	0.16728529411764706	220320	50050	20490	13764	11881	9989	8480	5026	2113	1943	1781	1275	880	474	862	972	946	818	625	384	219	399	547796	753588	919824	904920	725712	447552	948128	6	20877	243162	10	59922	1163450	20	79453	3042360	30	19732	1147680	40	66649	5104880	50	17577	1713300	60	2412	284820	80	5776	893040	100	20271	3880700	120	429	98400	160	1035	314080	200	1643	597000	400	130	94800	500	1	500	1000	0	0	
341000	9998892020	88	1	80.0	74309	30008000	2.890002E7	0.2179149560117302	0.9630771794188216	74315	18625378	0.2179325513196481	0.620680418555052	14420	45 18 35 0 93	Base Normal	1016	5251866	0.0029794721407624633	0.1750155291922154	9344	20510	70 94 70 57 3	FS	32838.0	1	1003	5022776	0.002941348973607038	0.16738123167155425	220963	50198	20552	13819	11920	10007	8504	5037	2117	1950	1782	1276	883	474	862	974	947	819	626	385	219	399	548640	753828	920664	907270	725784	447552	948128	6	20929	243678	10	60095	1166740	20	79709	3052480	30	19794	1151700	40	66836	5117280	50	17615	1716000	60	2418	285240	80	5793	896080	100	20312	3890400	120	429	98400	160	1039	314880	200	1644	597200	400	130	94800	500	1	500	1000	0	0	
342000	9998858758	88	1	0.0	74507	30096000	2.8954758E7	0.21785672514619883	0.9620799441786284	74513	18675716	0.21787426900584794	0.6205381446039341	14420	45 18 35 0 93	Base Normal	1016	5251866	0.0029707602339181286	0.17450378787878787	9344	20510	70 94 70 57 3	FS	32838.0	1	1004	5027176	0.002935672514619883	0.16703801169590643	221617	50347	20624	13858	11942	10035	8529	5048	2117	1950	1782	1276	883	474	862	974	947	819	626	385	219	399	548640	753828	920664	907270	725784	447552	948128	6	21001	244356	10	60212	1169380	20	79927	3062260	30	19851	1154010	40	67037	5132880	50	17646	1720250	60	2423	285720	80	5812	898160	100	20355	3899000	120	432	99000	160	1044	316000	200	1646	598200	400	131	96000	500	1	500	1000	0	0	
343000	9998845410	88	1	0.0	74729	30184000	2.902941E7	0.21786880466472303	0.9617482772329711	74735	18734916	0.2178862973760933	0.620690299496422	14420	45 18 35 0 93	Base Normal	1017	5256406	0.0029650145772594752	0.17414544129340048	9352	20510	70 94 70 57 3	FS	32838.0	1	1006	5038088	0.0029329446064139944	0.16691253644314868	222243	50506	20690	13908	11981	10066	8547	5059	2118	1954	1783	1277	884	474	862	975	948	820	627	385	219	399	549040	756258	921624	908020	725784	447552	948128	6	21056	245106	10	60363	1171900	20	80194	3071260	30	19926	1157850	40	67230	5147200	50	17707	1726400	60	2433	287100	80	5831	901440	100	20433	3913800	120	434	99480	160	1049	317280	200	1647	599200	400	132	96400	500	1	500	1000	0	0	
344000	9998835738	88	1	20.0	74951	30272000	2.9107738E7	0.21788081395348838	0.9615399709302326	74957	18787950	0.2178982558139535	0.620637883192389	14420	45 18 35 0 93	Base Normal	1020	5276420	0.0029651162790697676	0.17430034355179705	9392	20510	70 94 70 57 3	FS	32838.0	1	1007	5043368	0.0029273255813953487	0.1666017441860465	222897	50660	20748	13953	12009	10084	8574	5075	2125	1960	1788	1282	887	475	875	977	951	823	629	386	220	404	552240	756810	929304	910010	726144	448392	953520	6	21115	245670	10	60543	1175280	20	80406	3078720	30	19983	1161060	40	67451	5163000	50	17778	1732400	60	2443	288180	80	5841	902720	100	20515	3924700	120	436	99720	160	1053	318400	200	1655	601200	400	132	96400	500	1	500	1000	0	0	
345000	9998840582	88	1	0.0	75158	30360000	2.9200582E7	0.21784927536231885	0.9618110013175231	75164	18842084	0.21786666666666665	0.6206220026350461	14420	45 18 35 0 93	Base Normal	1023	5294010	0.002965217391304348	0.17437450592885376	9424	20510	70 94 70 57 3	FS	32838.0	1	1010	5064488	0.002927536231884058	0.1668144927536232	223547	50805	20802	14004	12037	10118	8599	5088	2130	1963	1796	1289	892	476	878	980	953	826	631	388	221	407	553336	759786	936392	912600	728304	448952	954640	6	21152	246114	10	60683	1178110	20	80689	3091220	30	20044	1165290	40	67654	5179320	50	17852	1737650	60	2450	289440	80	5867	906720	100	20563	3930600	120	437	99840	160	1056	318880	200	1657	601600	400	133	96800	500	1	500	1000	0	0	
346000	9998830314	88	1	0.0	75356	30448000	2.9278314E7	0.21779190751445088	0.9615841434576984	75362	18890956	0.2178092485549133	0.620433394640042	14420	45 18 35 0 93	Base Normal	1028	5322870	0.002971098265895954	0.1748183788754598	9464	20510	70 94 70 57 3	FS	32838.0	1	1010	5064488	0.0029190751445086704	0.16633236994219652	224165	50966	20865	14044	12071	10154	8631	5104	2137	1974	1806	1298	894	477	878	985	958	831	634	390	221	407	554260	762288	945224	918150	739356	448952	954640	6	21215	246876	10	60816	1180850	20	80901	3100840	30	20084	1167570	40	67842	5195840	50	17899	1743400	60	2462	290460	80	5892	910160	100	20612	3936900	120	438	99960	160	1058	319200	200	1657	601600	400	133	96800	500	1	500	1000	0	0	
347000	9998791940	88	1	0.0	75577	30536000	2.932794E7	0.21780115273775216	0.9604381713387478	75583	18936574	0.2178184438040346	0.6201393109772072	14420	45 18 35 0 93	Base Normal	1029	5323710	0.0029654178674351586	0.17434208802724652	9472	20510	70 94 70 57 3	FS	32838.0	1	1011	5067656	0.002913544668587896	0.16595677233429396	224835	51123	20914	14083	12099	10181	8654	5111	2142	1977	1806	1298	894	477	878	986	959	831	634	390	221	407	554800	762588	945224	918150	739356	448952	954640	6	21281	247674	10	61026	1184620	20	81145	3108620	30	20148	1172250	40	68024	5206080	50	17947	1747450	60	2466	291240	80	5908	911680	100	20675	3947500	120	438	99960	160	1062	320000	200	1660	602200	400	133	96800	500	1	500	1000	0	0	
348000	9998787442	88	1	0.0	75803	30624000	2.9411442E7	0.21782471264367817	0.9604049764890282	75809	18997230	0.2178419540229885	0.6203379702194357	14420	45 18 35 0 93	Base Normal	1031	5332916	0.0029626436781609194	0.17414171891327063	9488	20510	70 94 70 57 3	FS	32838.0	1	1014	5081296	0.002913793103448276	0.16592528735632184	225477	51270	20966	14127	12137	10212	8687	5124	2145	1982	1809	1300	896	478	878	988	961	833	635	391	221	407	554896	763398	946464	923950	740616	448952	954640	6	21348	248250	10	61194	1188060	20	81380	3118200	30	20196	1175460	40	68241	5219680	50	18002	1752900	60	2475	292380	80	5925	914640	100	20751	3963000	120	439	100440	160	1064	320320	200	1664	606600	400	133	96800	500	1	500	1000	0	0	
349000	9998811726	88	1	0.0	76037	30712000	2.9523726E7	0.21787106017191976	0.9613091299817661	76043	19054674	0.21788825214899712	0.620430906486064	14420	45 18 35 0 93	Base Normal	1037	5383884	0.00297134670487106	0.17530229226361033	9552	20510	70 94 70 57 3	FS	33612.0	1	1015	5085168	0.0029083094555873924	0.1655759312320917	226117	51433	21023	14163	12173	10236	8712	5143	2164	1990	1815	1313	901	480	889	994	966	839	638	393	223	414	558356	767220	951048	927750	747456	450422	981632	6	21435	249684	10	61364	1191410	20	81651	3127640	30	20234	1177470	40	68437	5234680	50	18063	1759650	60	2478	292800	80	5942	917280	100	20819	3977400	120	441	101160	160	1067	320800	200	1667	607400	400	133	96800	500	1	500	1000	0	0	
350000	9998817028	88	1	0.0	76248	30800000	2.9617028E7	0.21785142857142858	0.9615918181818182	76254	19103686	0.21786857142857144	0.6202495454545455	14420	45 18 35 0 93	Base Normal	1040	5408462	0.0029714285714285715	0.17559941558441558	9584	20510	70 94 70 57 3	FS	33612.0	1	1018	5104880	0.0029085714285714288	0.16574285714285714	226770	51592	21066	14193	12208	10277	8735	5159	2168	1994	1825	1319	903	483	892	996	969	842	640	395	225	416	561796	768450	953128	928900	751896	455252	989040	6	21483	250266	10	61537	1194790	20	81909	3138140	30	20298	1180740	40	68604	5248640	50	18105	1763550	60	2483	293160	80	5953	919920	100	20858	3985100	120	442	101280	160	1071	321600	200	1673	609200	400	133	96800	500	1	500	1000	0	0	
351000	9998836974	88	1	100.0	76456	30888000	2.9724974E7	0.21782336182336182	0.9623469955969955	76462	19160898	0.21784045584045583	0.6203346930846931	14420	45 18 35 0 93	Base Normal	1045	5432972	0.0029772079772079772	0.1758926443926444	9624	20510	70 94 70 57 3	FS	33612.0	1	1023	5131104	0.0029145299145299144	0.16611965811965812	227406	51737	21129	14246	12242	10302	8766	5172	2177	2002	1834	1326	909	484	892	1001	974	847	645	396	226	416	563060	771270	956248	937350	753276	462728	989040	6	21519	250608	10	61668	1197820	20	82208	3149040	30	20352	1182810	40	68741	5262080	50	18147	1767500	60	2488	293520	80	5971	922320	100	20943	3999900	120	445	101640	160	1074	322560	200	1679	610600	400	135	100000	500	1	500	1000	0	0	
352000	9998839816	88	1	300.0	76674	30976000	2.9815816E7	0.21782386363636363	0.9625457128099174	76680	19210188	0.21784090909090909	0.62016361053719	14420	45 18 35 0 93	Base Normal	1048	5468716	0.0029772727272727273	0.176546875	9664	20510	70 94 70 57 3	FS	33612.0	1	1024	5136912	0.002909090909090909	0.16583522727272726	228037	51902	21199	14286	12273	10329	8786	5188	2182	2011	1836	1330	914	487	904	1003	975	849	647	398	228	421	563440	773046	960600	941100	761976	467418	1001136	6	21566	251058	10	61823	1201270	20	82383	3155500	30	20425	1185690	40	68930	5279080	50	18212	1773250	60	2494	294360	80	5988	924240	100	21006	4009600	120	445	101640	160	1077	323200	200	1680	610800	400	135	100000	500	1	500	1000	0	0	
353000	9998831042	88	1	0.0	76878	31064000	2.9895042E7	0.21778470254957508	0.9623693664692248	76884	19256810	0.21780169971671387	0.6199076100952872	14420	45 18 35 0 93	Base Normal	1052	5482576	0.0029801699716713883	0.1764929178470255	9696	20510	70 94 70 57 3	FS	33612.0	1	1029	5155656	0.002915014164305949	0.1659688385269122	228679	52045	21268	14335	12305	10363	8804	5201	2189	2018	1844	1336	916	488	905	1007	979	853	649	400	229	421	564860	778956	964600	942210	762696	468118	1001136	6	21629	251550	10	62007	1204270	20	82601	3163180	30	20459	1187340	40	69131	5297240	50	18266	1778450	60	2497	294540	80	6002	928160	100	21054	4014900	120	446	102000	160	1078	323680	200	1681	611000	400	135	100000	500	1	500	1000	0	0	
354000	9998820960	88	1	0.0	77103	31152000	2.997296E7	0.2178050847457627	0.9621520287621983	77109	19323640	0.2178220338983051	0.6203017462763225	14420	45 18 35 0 93	Base Normal	1052	5482576	0.0029717514124293783	0.17599435028248586	9696	20510	70 94 70 57 3	FS	33612.0	1	1032	5166744	0.0029152542372881357	0.16585593220338984	229319	52209	21322	14371	12335	10396	8834	5214	2189	2018	1844	1336	916	488	905	1007	979	853	649	400	229	421	564860	778956	964600	942210	762696	468118	1001136	6	21684	252090	10	62174	1207450	20	82875	3176600	30	20526	1191960	40	69369	5315880	50	18288	1780700	60	2511	297120	80	6013	929920	100	21112	4023700	120	452	103560	160	1084	327360	200	1688	614800	400	136	102000	500	1	500	1000	0	0	
355000	9998838364	88	1	0.0	77319	31240000	3.0078364E7	0.2178	0.9628157490396927	77325	19372852	0.2178169014084507	0.6201297055057619	14420	45 18 35 0 93	Base Normal	1056	5507440	0.0029746478873239435	0.1762944942381562	9728	20510	70 94 70 57 3	FS	33612.0	1	1039	5198072	0.0029267605633802817	0.16639154929577465	229992	52344	21369	14410	12372	10427	8851	5235	2197	2026	1849	1341	920	490	905	1011	983	856	651	402	229	421	565680	790152	969328	943910	769116	468118	1001136	6	21727	252462	10	62344	1210430	20	83070	3184100	30	20569	1194210	40	69545	5326480	50	18325	1783950	60	2520	297720	80	6030	932560	100	21185	4039400	120	453	103800	160	1089	329440	200	1692	615800	400	136	102000	500	1	500	1000	0	0	
